rfam_family	seq_count	noncanonical_count	canonical_count
RF02626	5	0	5
RF02627	2	0	2
RF02628	30	0	30
RF02629	2	0	2
RF02630	3	0	3
RF02631	6	0	6
RF02632	3	0	3
RF02633	3	0	3
RF02634	4	0	4
RF02635	5	0	5
RF02636	6	0	6
RF02637	5	0	5
RF02638	2	0	2
RF02639	7	0	7
RF02640	5	0	5
RF02641	7	0	7
RF02642	3	0	3
RF02643	10	0	10
RF02644	10	0	10
RF02645	176	0	176
RF02646	92	0	92
RF02647	149	0	149
RF02648	19	0	19
RF02649	17	0	17
RF02650	4	0	4
RF02651	3	0	3
RF02652	10	0	10
RF02653	2	0	2
RF02654	37	2	35
RF02655	6	0	6
RF02656	144	0	144
RF02657	27	1	26
RF02658	2	0	2
RF02659	3	0	3
RF02660	4	0	4
RF02661	4	0	4
RF02662	4	0	4
RF02663	5	0	5
RF02664	11	0	11
RF02665	14	0	14
RF02666	8	0	8
RF02667	14	0	14
RF02668	13	0	13
RF02669	12	0	12
RF02670	6	0	6
RF02671	4	0	4
RF02672	18	0	18
RF02673	294	1	293
RF02674	212	0	212
RF02675	6	0	6
RF02676	3	0	3
RF02677	29	0	29
RF02678	157	0	157
RF02679	75	0	75
RF02680	116	1	115
RF02681	113	0	113
RF02682	3053	1	3052
RF02683	480	1	479
RF02684	229	1	228
RF02685	58	0	58
RF02686	2	0	2
RF02687	72	0	72
RF02688	71	0	71
RF02689	10	0	10
RF02690	17	0	17
RF02691	18	0	18
RF02692	63	0	63
RF02693	6	0	6
RF02694	11	0	11
RF02695	41	0	41
RF02696	7	0	7
RF02697	6	0	6
RF02698	2	0	2
RF02699	2	0	2
RF02700	16	0	16
RF02701	59	0	59
RF02702	6	0	6
RF02703	11	0	11
RF02704	3	0	3
RF02705	22	0	22
RF02706	16	0	16
RF02707	21	0	21
RF02708	7	0	7
RF02709	6	0	6
RF02710	3	0	3
RF02711	7	0	7
RF02712	6	0	6
RF02713	11	0	11
RF02714	17	0	17
RF02715	12	1	11
RF02716	6	0	6
RF02717	4	0	4
RF02718	16	0	16
RF02719	3	0	3
RF02720	5	0	5
RF02721	14	0	14
RF02722	7	0	7
RF02723	73	0	73
RF02724	41	0	41
RF02725	36	0	36
RF02726	11	0	11
RF02727	14	0	14
RF02728	20	0	20
RF02729	4	0	4
RF02730	6	0	6
RF02731	16	0	16
RF02732	20	0	20
RF02733	4	0	4
RF02734	3	0	3
RF02735	465	1	464
RF02736	49	0	49
RF02737	4	0	4
RF02738	11	0	11
RF02739	4	0	4
RF02740	8	0	8
RF02741	5	0	5
RF02742	4	0	4
RF02743	35	0	35
RF02744	117	0	117
RF02745	6	0	6
RF02746	68	0	68
RF02747	6	0	6
RF02748	8	0	8
RF02749	7	0	7
RF02750	20	0	20
RF02751	54	0	54
RF02752	17	0	17
RF02753	6	0	6
RF02754	8	0	8
RF02755	29	0	29
RF02756	8	0	8
RF02757	35	0	35
RF02758	5	0	5
RF02759	4	0	4
RF02760	4	0	4
RF02761	4	0	4
RF02762	4	0	4
RF02763	3	0	3
RF02764	13	0	13
RF02765	8	0	8
RF02766	6	0	6
RF02767	7	0	7
RF02768	112	0	112
RF02769	3	0	3
RF02770	126	0	126
RF02771	4	0	4
RF02772	6	0	6
RF02773	70	0	70
RF02774	7	0	7
RF02775	7	0	7
RF02776	3	0	3
RF02777	4	0	4
RF02778	18	0	18
RF02779	8	0	8
RF02780	6	0	6
RF02781	7	0	7
RF02782	145	0	145
RF02783	36	0	36
RF02784	279	0	279
RF02785	15	0	15
RF02786	54	0	54
RF02787	27	0	27
RF02788	55	0	55
RF02789	34	0	34
RF02790	175	0	175
RF02791	10	0	10
RF02792	8	0	8
RF02793	7	0	7
RF02794	15	0	15
RF02795	10	0	10
RF02796	14	0	14
RF02797	44	1	43
RF02798	11	0	11
RF02799	5	0	5
RF02800	29	1	28
RF02801	13	0	13
RF02802	7	0	7
RF02803	40	0	40
RF02804	7	0	7
RF02805	7	0	7
RF02806	6	0	6
RF02807	9	0	9
RF02808	10	0	10
RF02809	7	0	7
RF02810	4	0	4
RF02811	4	0	4
RF02812	76	0	76
RF02813	5	0	5
RF02814	18	0	18
RF02815	5	0	5
RF02816	7	0	7
RF02818	55	0	55
RF02819	73	0	73
RF02820	129	0	129
RF02821	5	0	5
RF02822	191	0	191
RF02823	141	0	141
RF02824	12	0	12
RF02825	10	0	10
RF02826	42	0	42
RF02827	67	0	67
RF02828	136	0	136
RF02829	179	0	179
RF02830	178	0	178
RF02831	167	0	167
RF02832	164	0	164
RF02833	80	0	80
RF02834	20	0	20
RF02835	156	0	156
RF02836	94	0	94
RF02837	340	1	339
RF02838	13	0	13
RF02839	10	0	10
RF02840	203	0	203
RF02841	13	0	13
RF02842	12	1	11
RF02843	9	0	9
RF02844	17	0	17
RF02845	8	0	8
RF02846	50	0	50
RF02847	23	0	23
RF02848	43	0	43
RF02849	11	0	11
RF02850	137	1	136
RF02851	12	0	12
RF02852	5	0	5
RF02853	6	0	6
RF02854	7	0	7
RF02855	99	0	99
RF02856	9	0	9
RF02857	3	0	3
RF02858	8	0	8
RF02859	9	0	9
RF02860	14	0	14
RF02861	14	0	14
RF02862	51	0	51
RF02863	85	0	85
RF02864	50	2	48
RF02865	56	0	56
RF02866	59	0	59
RF02867	55	0	55
RF02868	7	0	7
RF02869	56	0	56
RF02870	17	0	17
RF02871	95	0	95
RF02872	61	0	61
RF02873	8	0	8
RF02874	17	0	17
RF02875	11	0	11
RF02876	8	0	8
RF02877	56	0	56
RF02878	16	1	15
RF02879	14	0	14
RF02880	7	0	7
RF02881	7	0	7
RF02882	12	0	12
RF02883	51	0	51
RF02884	56	1	55
RF02885	33	0	33
RF02886	41	0	41
RF02887	30	0	30
RF02888	7	0	7
RF02889	3	0	3
RF02890	2	0	2
RF02891	26	0	26
RF02892	6	0	6
RF02893	224	0	224
RF02894	67	0	67
RF02895	43	0	43
RF02896	28	0	28
RF02897	26	0	26
RF02898	32	0	32
RF02899	24	0	24
RF02900	14	0	14
RF02901	7	0	7
RF02902	139	0	139
RF02903	14	0	14
RF02904	15	0	15
RF02905	12	0	12
RF02906	4	0	4
RF02907	4	0	4
RF02908	20	0	20
RF02909	15	0	15
RF02911	30	0	30
RF02912	29	0	29
RF02913	2292	4	2288
RF02914	2037	3	2034
RF02915	113	0	113
RF02916	160	1	159
RF02917	27	0	27
RF02918	24	0	24
RF02919	34	0	34
RF02920	22	0	22
RF02921	195	0	195
RF02922	56	0	56
RF02923	70	0	70
RF02924	1599	3	1596
RF02925	293	0	293
RF02926	96	0	96
RF02927	15	0	15
RF02928	285	2	283
RF02929	513	0	513
RF02930	82	0	82
RF02931	153	0	153
RF02932	129	0	129
RF02933	36	0	36
RF02934	18	0	18
RF02935	284	0	284
RF02936	5	0	5
RF02937	154	0	154
RF02938	68	0	68
RF02939	9	0	9
RF02940	164	0	164
RF02941	27	0	27
RF02942	173	1	172
RF02943	46	0	46
RF02944	305	1	304
RF02945	30	0	30
RF02946	50	0	50
RF02947	32	0	32
RF02948	8	0	8
RF02949	14	0	14
RF02950	19	0	19
RF02951	181	0	181
RF02952	158	0	158
RF02953	76	0	76
RF02954	90	1	89
RF02955	99	0	99
RF02956	63	0	63
RF02957	553	0	553
RF02958	518	1	517
RF02959	31	0	31
RF02960	168	0	168
RF02961	45	0	45
RF02962	73	0	73
RF02963	13	0	13
RF02964	138	0	138
RF02965	186	1	185
RF02966	117	2	115
RF02967	160	0	160
RF02968	318	0	318
RF02969	365	0	365
RF02970	10	0	10
RF02971	50	0	50
RF02972	180	0	180
RF02973	85	0	85
RF02974	19	0	19
RF02975	298	1	297
RF02976	210	5	205
RF02977	84	0	84
RF02978	33	0	33
RF02979	8	0	8
RF02980	200	1	199
RF02981	31	0	31
RF02982	146	0	146
RF02983	9	0	9
RF02984	101	0	101
RF02985	17	0	17
RF02986	182	1	181
RF02987	631	0	631
RF02988	42	0	42
RF02989	30	0	30
RF02990	81	2	79
RF02991	54	0	54
RF02992	83	0	83
RF02993	93	0	93
RF02994	89	0	89
RF02995	52	0	52
RF02996	574	0	574
RF02997	13	0	13
RF02998	56	0	56
RF02999	304	3	301
RF03000	698	0	698
RF03001	211	1	210
RF03002	50	0	50
RF03003	258	0	258
RF03004	10	0	10
RF03005	138	0	138
RF03006	36	0	36
RF03007	26	0	26
RF03008	114	0	114
RF03009	42	0	42
RF03010	22	0	22
RF03011	25	0	25
RF03012	326	2	324
RF03013	195	0	195
RF03014	242	0	242
RF03015	225	1	224
RF03016	48	0	48
RF03017	24	0	24
RF03018	94	0	94
RF03019	116	0	116
RF03020	78	0	78
RF03021	162	0	162
RF03022	119	0	119
RF03023	31	0	31
RF03024	30	0	30
RF03025	50	0	50
RF03026	82	0	82
RF03027	66	0	66
RF03028	58	0	58
RF03029	11	0	11
RF03030	24	0	24
RF03031	136	0	136
RF03032	397	3	394
RF03033	32	0	32
RF03034	224	0	224
RF03035	12	0	12
RF03036	62	0	62
RF03037	92	0	92
RF03038	34	0	34
RF03039	188	0	188
RF03040	26	0	26
RF03041	22	0	22
RF03042	103	0	103
RF03043	24	0	24
RF03044	107	0	107
RF03045	28	0	28
RF03046	73	0	73
RF03047	18	0	18
RF03048	9	0	9
RF03049	22	0	22
RF03050	23	0	23
RF03051	8	0	8
RF03052	95	0	95
RF03053	43	0	43
RF03054	575	0	575
RF03055	33	0	33
RF03056	23	0	23
RF03057	558	1	557
RF03058	343	0	343
RF03059	243	0	243
RF03060	287	0	287
RF03061	36	0	36
RF03062	76	0	76
RF03063	229	0	229
RF03064	1775	9	1766
RF03065	260	0	260
RF03066	75	0	75
RF03067	720	0	720
RF03068	244	0	244
RF03069	349	2	347
RF03070	114	0	114
RF03071	271	0	271
RF03072	736	3	733
RF03073	23	0	23
RF03074	465	2	463
RF03075	254	0	254
RF03076	237	0	237
RF03077	210	0	210
RF03078	407	0	407
RF03079	49	2	47
RF03080	65	0	65
RF03081	281	0	281
RF03082	111	0	111
RF03083	8	0	8
RF03084	22	0	22
RF03085	312	0	312
RF03086	449	1	448
RF03087	316	1	315
RF03088	16	0	16
RF03089	15	0	15
RF03090	58	0	58
RF03091	11	0	11
RF03092	16	0	16
RF03093	9	0	9
RF03094	25	0	25
RF03095	7	0	7
RF03096	11	0	11
RF03097	38	0	38
RF03098	19	0	19
RF03099	11	0	11
RF03100	16	0	16
RF03101	27	0	27
RF03102	7	0	7
RF03103	24	0	24
RF03104	14	0	14
RF03105	26	0	26
RF03106	3	0	3
RF03107	10	0	10
RF03108	20	0	20
RF03109	19	1	18
RF03110	27	0	27
RF03111	12	0	12
RF03112	22	0	22
RF03113	6	0	6
RF03114	6	0	6
RF03115	57	0	57
RF03116	44	0	44
RF03117	39	0	39
RF03118	9	1	8
RF03119	14	2	12
RF03120	103	5	98
RF03121	45	0	45
RF03122	39	0	39
RF03123	10	0	10
RF03124	14	0	14
RF03125	97	1	96
RF03126	150	1	149
RF03127	422	0	422
RF03128	128	0	128
RF03129	168	0	168
RF03130	684	1	683
RF03131	506	0	506
RF03132	644	0	644
RF03133	102	1	101
RF03134	46	0	46
RF03135	463	3	460
RF03136	669	2	667
RF03137	114	0	114
RF03138	281	2	279
RF03139	288	0	288
RF03140	179	1	178
RF03141	436	4	432
RF03142	622	3	619
RF03143	300	1	299
RF03144	642	3	639
RF03145	15	0	15
RF03146	53	0	53
RF03147	150	0	150
RF03148	10	0	10
RF03149	24	0	24
RF03150	14	0	14
RF03151	42	0	42
RF03152	16	0	16
RF03153	15	0	15
RF03154	9	0	9
RF03155	137	0	137
RF03156	1148	0	1148
RF03157	1052	0	1052
RF03158	1487	3	1484
RF03159	44	0	44
RF03160	2721	1	2720
RF03161	1172	5	1167
RF03162	272	0	272
RF03163	457	0	457
RF03164	20	0	20
RF03165	89	0	89
RF03166	48	0	48
RF03167	843	1	842
RF03168	23	0	23
RF03169	641	3	638
RF03170	415	2	413
RF03171	4	0	4
RF03172	23	0	23
RF03173	10	0	10
RF03174	9	0	9
RF03175	26	0	26
RF03176	66	0	66
RF03177	3	0	3
RF03178	7	0	7
RF03179	11	0	11
RF03180	10	0	10
RF03181	8	0	8
RF03182	6	0	6
RF03183	17	0	17
RF03184	12	0	12
RF03185	11	0	11
RF03186	83	0	83
RF03187	15	0	15
RF03188	33	0	33
RF03189	89	0	89
RF03190	3	0	3
RF03191	6	0	6
RF03192	11	0	11
RF03193	10	0	10
RF03194	9	0	9
RF03195	8	0	8
RF03196	10	0	10
RF03197	3	0	3
RF03198	14	0	14
RF03199	22	0	22
RF03200	5	0	5
RF03201	8	0	8
RF03202	12	0	12
RF03203	11	0	11
RF03204	12	0	12
RF03205	41	0	41
RF03206	10	0	10
RF03207	13	0	13
RF03208	47	0	47
RF03209	31	0	31
RF03210	11	0	11
RF03211	7	0	7
RF03212	32	0	32
RF03213	37	0	37
RF03214	42	1	41
RF03215	18	0	18
RF03216	5	0	5
RF03217	9	0	9
RF03218	83	0	83
RF03219	7	0	7
RF03220	7	0	7
RF03221	13	0	13
RF03222	18	0	18
RF03223	4	0	4
RF03224	16	0	16
RF03225	9	0	9
RF03226	8	0	8
RF03227	117	0	117
RF03228	12	0	12
RF03229	28	0	28
RF03230	5	0	5
RF03231	12	0	12
RF03232	21	0	21
RF03233	6	0	6
RF03234	7	0	7
RF03235	10	0	10
RF03236	11	0	11
RF03237	14	0	14
RF03238	6	0	6
RF03239	4	0	4
RF03240	66	1	65
RF03241	37	0	37
RF03242	60	0	60
RF03243	10	0	10
RF03244	12	0	12
RF03246	6	0	6
RF03247	62	0	62
RF03248	22	0	22
RF03249	17	0	17
RF03251	14	0	14
RF03252	4	0	4
RF03253	11	0	11
RF03254	58	0	58
RF03255	83	0	83
RF03256	13	0	13
RF03257	7	0	7
RF03258	24	0	24
RF03259	6	0	6
RF03260	12	0	12
RF03261	45	0	45
RF03262	8	0	8
RF03263	4	0	4
RF03264	4	0	4
RF03265	46	0	46
RF03266	28	0	28
RF03267	8	0	8
RF03268	11	0	11
RF03269	11	0	11
RF03270	4	0	4
RF03271	32	0	32
RF03272	25	0	25
RF03274	11	0	11
RF03275	10	1	9
RF03276	4	0	4
RF03277	41	0	41
RF03278	81	0	81
RF03279	44	0	44
RF03280	19	0	19
RF03281	8	0	8
RF03283	16	0	16
RF03284	10	0	10
RF03285	11	0	11
RF03286	9	0	9
RF03287	44	0	44
RF03288	37	0	37
RF03289	11	0	11
RF03290	54	0	54
RF03291	12	0	12
RF03292	32	0	32
RF03293	10	0	10
RF03294	6	0	6
RF03295	6	0	6
RF03296	12	0	12
RF03297	10	0	10
RF03298	10	0	10
RF03299	89	0	89
RF03300	9	0	9
RF03301	37	0	37
RF03302	12	0	12
RF03303	9	0	9
RF03304	30	0	30
RF03305	8	0	8
RF03306	8	0	8
RF03307	10	0	10
RF03308	4	0	4
RF03309	10	0	10
RF03310	26	0	26
RF03311	28	0	28
RF03312	4	0	4
RF03313	28	0	28
RF03314	10	0	10
RF03315	24	0	24
RF03316	7	0	7
RF03317	3	0	3
RF03318	4	0	4
RF03319	58	0	58
RF03320	54	0	54
RF03321	15	0	15
RF03322	51	0	51
RF03323	36	0	36
RF03324	10	0	10
RF03325	39	0	39
RF03326	11	0	11
RF03327	13	0	13
RF03328	8	0	8
RF03329	16	0	16
RF03330	11	0	11
RF03331	4	0	4
RF03332	7	0	7
RF03333	35	0	35
RF03334	16	0	16
RF03335	18	0	18
RF03336	12	0	12
RF03337	10	0	10
RF03338	15	0	15
RF03339	5	0	5
RF03340	20	0	20
RF03341	8	0	8
RF03342	49	0	49
RF03343	7	0	7
RF03344	4	0	4
RF03345	5	0	5
RF03346	4	0	4
RF03347	56	0	56
RF03348	7	0	7
RF03349	10	0	10
RF03350	12	0	12
RF03351	3	0	3
RF03352	3	0	3
RF03353	45	0	45
RF03354	17	0	17
RF03355	5	0	5
RF03356	10	0	10
RF03357	18	0	18
RF03358	8	0	8
RF03359	50	0	50
RF03360	23	0	23
RF03361	12	0	12
RF03362	28	0	28
RF03363	9	0	9
RF03364	66	0	66
RF03365	13	0	13
RF03366	9	0	9
RF03367	4	0	4
RF03368	11	0	11
RF03369	15	0	15
RF03370	20	0	20
RF03371	11	0	11
RF03372	15	0	15
RF03373	7	0	7
RF03374	6	0	6
RF03375	10	0	10
RF03376	5	0	5
RF03377	4	0	4
RF03378	82	0	82
RF03379	20	0	20
RF03380	11	0	11
RF03381	60	0	60
RF03382	5	0	5
RF03383	12	0	12
RF03384	21	0	21
RF03385	9	0	9
RF03386	11	0	11
RF03387	39	0	39
RF03388	12	0	12
RF03389	9	0	9
RF03390	17	0	17
RF03391	8	0	8
RF03392	14	0	14
RF03393	7	0	7
RF03394	16	0	16
RF03395	20	0	20
RF03396	20	0	20
RF03397	10	0	10
RF03398	6	0	6
RF03399	9	0	9
RF03400	29	0	29
RF03401	12	0	12
RF03402	50	0	50
RF03403	17	0	17
RF03404	45	0	45
RF03405	19	0	19
RF03406	7	0	7
RF03407	51	0	51
RF03408	129	0	129
RF03409	8	0	8
RF03410	27	0	27
RF03411	28	0	28
RF03412	7	0	7
RF03413	4	0	4
RF03414	41	0	41
RF03416	11	0	11
RF03417	4	0	4
RF03418	19	0	19
RF03419	53	0	53
RF03420	12	0	12
RF03421	10	0	10
RF03422	8	0	8
RF03423	4	0	4
RF03424	3	0	3
RF03425	8	0	8
RF03426	8	0	8
RF03427	4	0	4
RF03428	11	0	11
RF03429	6	0	6
RF03430	34	0	34
RF03431	37	0	37
RF03432	6	0	6
RF03433	63	0	63
RF03434	12	0	12
RF03435	18	0	18
RF03436	46	0	46
RF03437	10	0	10
RF03438	7	0	7
RF03439	52	0	52
RF03440	14	0	14
RF03441	7	0	7
RF03442	12	0	12
RF03443	45	0	45
RF03444	15	0	15
RF03445	30	0	30
RF03446	46	0	46
RF03447	11	0	11
RF03448	12	0	12
RF03449	12	0	12
RF03450	6	0	6
RF03451	9	0	9
RF03452	8	0	8
RF03453	6	0	6
RF03454	12	0	12
RF03455	8	0	8
RF03456	35	0	35
RF03457	6	0	6
RF03458	12	0	12
RF03459	19	0	19
RF03460	6	0	6
RF03461	4	0	4
RF03462	20	0	20
RF03463	10	0	10
RF03464	15	0	15
RF03465	153	2	151
RF03466	59	0	59
RF03467	17	0	17
RF03468	6	0	6
RF03469	26	0	26
RF03470	75	0	75
RF03471	16	0	16
RF03472	12	0	12
RF03473	58	0	58
RF03474	11	0	11
RF03475	13	0	13
RF03476	36	0	36
RF03477	15	0	15
RF03478	9	0	9
RF03479	52	0	52
RF03480	34	0	34
RF03481	254	0	254
RF03482	10	0	10
RF03483	101	0	101
RF03484	3	0	3
RF03485	11	0	11
RF03486	11	0	11
RF03487	11	0	11
RF03488	8	0	8
RF03489	12	0	12
RF03490	51	0	51
RF03491	9	0	9
RF03492	6	0	6
RF03493	29	0	29
RF03494	29	0	29
RF03495	10	0	10
RF03496	11	0	11
RF03497	11	0	11
RF03498	10	0	10
RF03499	6	0	6
RF03500	12	0	12
RF03501	11	0	11
RF03502	9	0	9
RF03503	4	0	4
RF03504	13	1	12
RF03505	13	0	13
RF03506	12	0	12
RF03507	10	0	10
RF03508	64	0	64
RF03509	12	0	12
RF03510	37	0	37
RF03511	4	0	4
RF03512	11	0	11
RF03514	11	0	11
RF03516	10	0	10
RF03517	20	0	20
RF03518	33	0	33
RF03519	6	0	6
RF03520	38	0	38
RF03521	11	0	11
RF03522	9	0	9
RF03523	10	0	10
RF03524	10	0	10
RF03525	68	0	68
RF03526	25	0	25
RF03527	8	0	8
RF03528	41	0	41
RF03530	8	0	8
RF03531	62	0	62
RF03532	60	0	60
RF03533	7	0	7
RF03534	14	0	14
RF03535	4	0	4
RF03536	41	0	41
RF03537	19	0	19
RF03538	18	0	18
RF03539	6	0	6
RF03540	3	0	3
RF03541	17	0	17
RF03542	52	0	52
RF03543	24	0	24
RF03544	37	1	36
RF03545	20	0	20
RF03546	9	0	9
RF03547	70	0	70
RF03548	11	0	11
RF03549	3	0	3
RF03550	8	0	8
RF03552	12	0	12
RF03553	6	0	6
RF03554	6	0	6
RF03555	9	0	9
RF03556	10	0	10
RF03557	3	0	3
RF03558	8	0	8
RF03559	4	0	4
RF03560	14	0	14
RF03561	58	0	58
RF03562	3	0	3
RF03563	5	0	5
RF03564	5	0	5
RF03565	51	0	51
RF03566	4	0	4
RF03567	379	0	379
RF03568	18	0	18
RF03569	10	0	10
RF03570	15	0	15
RF03571	3	0	3
RF03572	4	0	4
RF03573	4	0	4
RF03574	3	0	3
RF03575	7	0	7
RF03576	12	0	12
RF03577	3296	0	3296
RF03578	8	0	8
RF03579	3	0	3
RF03580	5	0	5
RF03581	3	0	3
RF03582	6	0	6
RF03583	7	0	7
RF03584	5	0	5
RF03585	6	0	6
RF03586	4	0	4
RF03587	12	0	12
RF03588	6	0	6
RF03589	13	0	13
RF03590	4	0	4
RF03591	10	0	10
RF03592	17	0	17
RF03593	4	0	4
RF03594	4	0	4
RF03595	5	0	5
RF03596	8	0	8
RF03597	11	0	11
RF03598	7	0	7
RF03599	5	0	5
RF03600	9	0	9
RF03601	23	0	23
RF03602	8	0	8
RF03603	5	0	5
RF03604	5	0	5
RF03605	4	0	4
RF03606	3	0	3
RF03607	7	0	7
RF03608	359	0	359
RF03609	4	0	4
RF03610	6	0	6
RF03611	4	0	4
RF03612	9	0	9
RF03613	13	0	13
RF03614	3	0	3
RF03615	3	0	3
RF03616	22	0	22
RF03617	14	0	14
RF03618	4	0	4
RF03619	10	0	10
RF03620	117	0	117
RF03621	6	0	6
RF03622	12	0	12
RF03623	12	0	12
RF03624	6	0	6
RF03625	4033	4	4029
RF03626	8	0	8
RF03627	4	0	4
RF03628	29	0	29
RF03629	7	0	7
RF03630	949	0	949
RF03631	5	0	5
RF03632	105	2	103
RF03633	12	0	12
RF03634	4	0	4
RF03635	3	0	3
RF03636	8	0	8
RF03637	10	0	10
RF03638	10	0	10
RF03639	12	0	12
RF03640	7	0	7
RF03641	5	0	5
RF03642	4	0	4
RF03643	3	0	3
RF03644	3	0	3
RF03645	4	0	4
RF03646	4	0	4
RF03647	4	0	4
RF03648	4	0	4
RF03649	34	0	34
RF03650	24	0	24
RF03651	3	0	3
RF03652	4	0	4
RF03653	45	0	45
RF03654	4	0	4
RF03655	4	0	4
RF03656	5	0	5
RF03657	29	0	29
RF03658	4	0	4
RF03659	17	0	17
RF03660	4	0	4
RF03661	12	0	12
RF03662	908	2	906
RF03663	20	0	20
RF03664	46	0	46
RF03665	103	0	103
RF03666	4	0	4
RF03667	4	0	4
RF03668	66	0	66
RF03669	8	0	8
RF03670	4	0	4
RF03671	4	0	4
RF03672	4	0	4
RF03673	556	0	556
RF03674	970	0	970
RF03675	4	0	4
RF03676	309	4	305
RF03677	11	0	11
RF03678	4	0	4
RF03679	4	0	4
RF03680	11	0	11
RF03681	11	0	11
RF03682	9	0	9
RF03683	3	0	3
RF03684	6	0	6
RF03685	6	0	6
RF03686	6	0	6
RF03687	5	0	5
RF03688	5	0	5
RF03689	5	0	5
RF03690	897	1	896
RF03691	59	0	59
RF03692	36	0	36
RF03693	18	0	18
RF03694	35	0	35
RF03695	621	1	620
RF03696	3	0	3
RF03697	32	0	32
RF03698	23	0	23
RF03699	6	0	6
RF03700	48	0	48
RF03701	4	0	4
RF03702	4	0	4
RF03703	12	0	12
RF03704	10	0	10
RF03705	15	0	15
RF03706	8	0	8
RF03707	9	0	9
RF03709	22	0	22
RF03710	48	0	48
RF03711	4	0	4
RF03712	43	0	43
RF03713	7	0	7
RF03714	8	0	8
RF03715	4	0	4
RF03716	44	0	44
RF03717	18	0	18
RF03718	122	0	122
RF03719	12	0	12
RF03720	4	0	4
RF03721	7	0	7
RF03722	6	0	6
RF03723	3	0	3
RF03724	6	0	6
RF03725	4	0	4
RF03726	6	0	6
RF03727	7	0	7
RF03728	3	0	3
RF03729	4	0	4
RF03730	4	0	4
RF03731	20	0	20
RF03732	3	0	3
RF03733	5	0	5
RF03734	10	0	10
RF03735	4	0	4
RF03736	8	0	8
RF03737	4	0	4
RF03738	5	0	5
RF03739	13	0	13
RF03740	7	0	7
RF03741	36	0	36
RF03742	9	0	9
RF03743	8	0	8
RF03744	7	0	7
RF03745	3	0	3
RF03746	4	0	4
RF03747	17	0	17
RF03748	6	0	6
RF03749	1173	3	1170
RF03750	5	0	5
RF03751	6	0	6
RF03752	105	0	105
RF03753	4	0	4
RF03754	11	0	11
RF03755	4	0	4
RF03756	3	0	3
RF03757	4	0	4
RF03758	6	0	6
RF03759	101	0	101
RF03760	29	0	29
RF03761	4	0	4
RF03762	4	0	4
RF03763	7	0	7
RF03764	8	0	8
RF03765	3	0	3
RF03766	12	0	12
RF03767	7	0	7
RF03768	52	1	51
RF03769	6	0	6
RF03770	8	0	8
RF03771	8	0	8
RF03772	4	0	4
RF03773	3	0	3
RF03774	6	0	6
RF03775	7	0	7
RF03776	3	0	3
RF03777	10	0	10
RF03778	36	0	36
RF03779	66	0	66
RF03780	149	0	149
RF03781	14	0	14
RF03782	50	0	50
RF03783	3	0	3
RF03784	6	0	6
RF03785	4	0	4
RF03786	4	0	4
RF03787	4	0	4
RF03788	5	0	5
RF03789	373	0	373
RF03790	139	0	139
RF03791	6	0	6
RF03792	20	0	20
RF03793	6	0	6
RF03794	273	0	273
RF03795	7	0	7
RF03796	4	0	4
RF03797	3	0	3
RF03798	4	0	4
RF03799	16	0	16
RF03800	89	0	89
RF03801	4	0	4
RF03802	4	0	4
RF03803	632	0	632
RF03804	10	0	10
RF03805	3	0	3
RF03806	4	0	4
RF03807	3	0	3
RF03808	6	0	6
RF03809	9	0	9
RF03810	5	0	5
RF03811	4	0	4
RF03812	5	0	5
RF03813	233	1	232
RF03814	8	0	8
RF03815	4	0	4
RF03816	30	0	30
RF03817	6	0	6
RF03818	5	0	5
RF03819	12	0	12
RF03820	4	0	4
RF03821	4	0	4
RF03822	5	0	5
RF03823	4	0	4
RF03824	198	0	198
RF03825	4	0	4
RF03826	4	0	4
RF03827	7	0	7
RF03828	4	0	4
RF03829	12	0	12
RF03830	5	0	5
RF03831	11	0	11
RF03832	6	0	6
RF03833	4144	23	4121
RF03834	13	0	13
RF03835	9	0	9
RF03836	7	0	7
RF03837	8	0	8
RF03838	63	0	63
RF03839	88	0	88
RF03840	98	0	98
RF03841	11	0	11
RF03842	247	0	247
RF03843	59	0	59
RF03844	14	0	14
RF03845	7	0	7
RF03846	3	0	3
RF03847	11	0	11
RF03848	4	0	4
RF03849	9	0	9
RF03850	4	0	4
RF03851	14	0	14
RF03852	9	0	9
RF03853	6	0	6
RF03854	6	0	6
RF03855	16	0	16
RF03856	7	0	7
RF03857	6	0	6
RF03858	5	0	5
RF03859	15	0	15
RF03860	1797	3	1794
RF03861	11	0	11
RF03862	4	0	4
RF03863	16	2	14
RF03864	7	0	7
RF03865	4	0	4
RF03866	5	0	5
RF03867	4	0	4
RF03868	6	0	6
RF03869	571	0	571
RF03870	8	0	8
RF03871	8	0	8
RF03872	16	0	16
RF03873	10	0	10
RF03874	3833	2	3831
RF03875	242	0	242
RF03876	5	0	5
RF03877	10	0	10
RF03878	6	0	6
RF03879	4	0	4
RF03880	4	0	4
RF03881	9	0	9
RF03882	4	0	4
RF03883	13	0	13
RF03884	6	0	6
RF03885	4	0	4
RF03886	3	0	3
RF03887	11	0	11
RF03888	12	0	12
RF03889	12	0	12
RF03890	4	0	4
RF03891	12	0	12
RF03892	3	0	3
RF03893	3	0	3
RF03894	4	0	4
RF03895	28	0	28
RF03896	310	1	309
RF03897	6	0	6
RF03898	4	0	4
RF03899	5	0	5
RF03900	570	0	570
RF03901	5	0	5
RF03902	5	0	5
RF03903	5	1	4
RF03904	44	0	44
